TweetID,User,Tweet,Latitude,Longitude,IsHashtag,IsURL,IsRetweet,Language,Category
5.40E+17,RomblonNews,Nagbago ang track ng bagyong #RubyPH ayon sa Dost_pagasa | via @gmanews,NULL,NULL,1,0,0,tl,CA
5.40E+17,RNewsLive,RT @RomblonNews: Nagbago ang track ng bagyong #RubyPH ayon sa Dost_pagasa | via @gmanews,NULL,NULL,1,0,1,tl,CA
5.40E+17,aajroales,Typhoon Hagupit #RubyPH http://t.co/sWcwa3dznP http://t.co/DcINiQ8Lpe,NULL,NULL,1,1,0,tl,CA
5.40E+17,sheilala21,RT @twitter_ph: 2 Maaaring senaryo sa pagpasok ni #Hagupit sa lugar ng responsibilidad ng PH sa umaga ng Dis. 4 via @PanahonTV https://t.co…,NULL,NULL,1,0,1,tl,CA
5.40E+17,tesamae,RT @RomblonNews: Nagbago ang track ng bagyong #RubyPH ayon sa Dost_pagasa | via @gmanews,NULL,NULL,1,0,1,tl,CA
5.40E+17,Mavicitweets,"#Hagupit ni #rubyPH PAGASA Dec 3, 11PM Advisory https://t.co/lIFB44lHB7",NULL,NULL,1,1,0,tl,CA
5.40E+17,nababaha,"Latest PAGASA Forecast Track for #RubyPH As of December 3, 2014 11:00PM Bagamat bahagyang bumagal, bukas pa rin... http://t.co/rPDep7PWVN",NULL,NULL,1,1,0,tl,CA
5.40E+17,czavillareiz,"RT @PhilippineStar: NDRRMC says #Hagupit's intensity is 120-170/kph: ""puwede makatumba ng mga puno at mga bahay na gawa sa light materials""",NULL,NULL,1,0,1,tl,CA
5.40E+17,DigitalTyphoonE,"[JMA] Typhoon HAGUPIT (201422) is at 8.9N, 136.1E with 950hPa and 40m/s on 2014-12-03 15 UTC #hagupit #TY201422 http://t.co/7bTKig0xzF",8.9,136.1,1,1,0,tl,CA
5.40E+17,interaksyon,"RT @nababaha: Latest PAGASA Forecast Track for #RubyPH As of December 3, 2014 11:00PM Bagamat bahagyang bumagal, bukas pa rin... http://t.…",NULL,NULL,1,1,1,tl,CA
5.40E+17,roxiemer,"RT @nababaha: Latest PAGASA Forecast Track for #RubyPH As of December 3, 2014 11:00PM Bagamat bahagyang bumagal, bukas pa rin... http://t.…",NULL,NULL,1,1,1,tl,CA
5.40E+17,twitter_ph,Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,0,tl,CA
5.40E+17,josepEmaas,RT @twitter_ph: Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,1,tl,CA
5.40E+17,Kemy_14,RT @twitter_ph: Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,1,tl,CA
5.40E+17,zawkizaw,RT @twitter_ph: Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,1,tl,CA
5.40E+17,dizaprinsesa,RT @twitter_ph: Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,1,tl,CA
5.40E+17,nararahanibi,RT @twitter_ph: Mga lugar na maaaring maapektuhan ni #Hagupit #RubyPh via @dost_pagasa h/t @MandaluyongC3 https://t.co/DvJU0TCxBH,NULL,NULL,1,0,1,tl,CA
5.40E+17,RomblonNews,"JUST IN: Bagyong #RubyPH, pumasok na ng Philippine Area of Responsibility.",NULL,NULL,1,0,0,tl,CA
5.40E+17,DigitalTyphoonE,"[JMA] Typhoon HAGUPIT (201422) is at 9.2N, 135.3E with 940hPa and 45m/s on 2014-12-03 18 UTC #hagupit #TY201422 http://t.co/7bTKig0xzF",9.2,135.3,1,1,0,tl,CA
5.40E+17,gmanews,"Nasa loob na ng PHL Area of Responsibility na ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para sa updates.",NULL,NULL,1,0,0,tl,CA
5.40E+17,eletricfun,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility na ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para …",NULL,NULL,1,0,1,tl,CA
5.40E+17,fearlessgheleen,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility na ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para …",NULL,NULL,1,0,1,tl,CA
5.40E+17,virmasimonette,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility na ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para …",NULL,NULL,1,0,1,tl,CA
5.40E+17,neiledwarddiaz,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility na ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para …",NULL,NULL,1,0,1,tl,CA
5.40E+17,gmanews,"Nasa loob na ng PHL Area of Responsibility ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para sa updates.",NULL,NULL,1,0,0,tl,CA
5.40E+17,JnnySmthTrrs,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para sa …",NULL,NULL,1,0,1,tl,CA
5.40E+17,renzraymundo,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para sa …",NULL,NULL,1,0,1,tl,CA
5.40E+17,iRyniii,"RT @gmanews: Nasa loob na ng PHL Area of Responsibility ang Bagyong Hagupit o #RubyPH, ayon sa @dost_pagasa. Tumutok lang GMA News para sa …",NULL,NULL,1,0,1,tl,CA
5.40E+17,UnangHirit,"Bagyong ""Hagupit,"" nasa loob na ng PHL Area of Responsibility at tatawaging Bagyong #RubyPH. Abangan ang detalye sa #UnangHirit",NULL,NULL,1,0,0,tl,CA
