'1',My house was blown away by a tornado but a famous person just 'd something about my town. Who needs a house?,"Infrastructure (building, bridge, road, etc.) damaged"
'2', @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,"Infrastructure (building, bridge, road, etc.) damaged"
'3',Tornado is gone and woman is assessing the damage to her house and still can barely stand because of the wind.,"Infrastructure (building, bridge, road, etc.) damaged"
'4', @WISCTV_News3: Weather Service Confirms to News 3 an EF1 Tornado did damage in Verona. We'll have more details online shortly.,Not specified (maybe people or infrastructure)
'5',After hearing the tornado sirens Pastor Daniel just told all the staff to go hide downstairs... before leaving in his tiny red car...,Not specified (maybe people or infrastructure)
'6',Driving.. it appears my area got hit the worst. Tornado in my backyard.. Next street over shut down w/ fire trucks and caution tape..,Not specified (maybe people or infrastructure)
'7', @velvetrasputin: The tornado damage in N. Minneapolis.   http://youtu.be/icvSJUWHHi0 -- damn... just glad my friends are all safe,Not specified (maybe people or infrastructure)
'8',We just passed some major tornado damage in Birmingham AL,Not specified (maybe people or infrastructure)
'9', @stefkienstra: JOPLIN -- Gov. Jay Nixon announces zero people missing 134 reported deceased. #JoplinTornado,People: dead
'10', @BreakingNews: Watch live: Memorial service for tornado victims in Joplin Mo. http://on.msnbc.com/kpdG7A,People: dead
'11'," @EKaiserReuters: ""Joplin looked like some of the battles I saw in Korea"" Korean war veteran and Missouri #tornado survivor says: htt ...",Not specified (maybe people or infrastructure)
'12',@RealWizKhalifa tornado just hit my town and the sky is #Black&Yellow so now have the song stuck in my head,Not damage-related
'13',Full list of missing persons in #Joplin that was released this morning... http://bit.ly/mwwNIs,Not damage-related
'14',RIP to the people that died in  the springfeild tornado &lt;3333Ã¢â„¢Â¥Ã¢â„¢Â¥,People: dead
'15',If everything is where you left it earlier...you're blessed #prayforjoplin #joplin,Not damage-related
'16', @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,"Infrastructure (building, bridge, road, etc.) damaged"
'17', @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,"Infrastructure (building, bridge, road, etc.) damaged"
'18',Client responded to a billing statement saying their bldg had been destroyed in a tornado and they lost a few invoices. Wow awful!,"Infrastructure (building, bridge, road, etc.) damaged"
'19', @Bill_Gross: Amazing - and stunningly sad - pictures of before and after the #Tornado swept through #Joplin: http://j.mp/lfa80S from  ...,Not specified (maybe people or infrastructure)
'20',Pray forÃ‚Â #Joplin. At least 89 dead & severe T-storms headed their way. The front dipped below us in Springfield last night.,People: dead
'21', @stormchaser4850: Edmond OK woman dies in car accident while driving to beat tornado http://bit.ly/kWzV3x,People: dead
'22',SHOCKING PHOTOGRAPHIC  account of the tornado devastation in Joplin Missouri... Like a second hometown to me.,Not specified (maybe people or infrastructure)
'23',Eqecat predicts Joplin Tornado damage between $1-3 billion. Take a look at the radar image of the twister: http://goo.gl/vyMmc,Not specified (maybe people or infrastructure)
'24', @BBCWorld: US authorities confirm at least 89 killed after massive #tornado hits Joplin southwest Missouri,People: dead
'25', @txstormchasers: UNCONFIRMED reports out of #Springfield  MA from police scanner traffic of a neighborhood wiped out and numerous in ...,Not specified (maybe people or infrastructure)
