W_complex	6.751101469
W_wla	6.751101469
W_sub	6.751101469
W_roofs	6.751101469
W_people	6.751101469
W_call	6.751101469
W_open	7.217344415
W_bubong	9.077456715
W_st	9.077456715
W_pls	9.78675059
W_luloy	10.25502678
W_isang	10.25502678
W_natrapped	10.25502678
W_roga	10.25502678
W_po	10.30096691
W_sto	10.86689075
W_rescue	11.12833841
W_school	11.65388519
W_lahat	11.82606216
W_aabot	11.86238326
W_kabayani	11.86238326
W_elem	12.16895477
W_friends	12.26952275
W_nasa	12.40281371
W_evacuees	12.53579465
W_nangka	12.79362126
W_nila	12.79362126
W_dear	12.79362126
W_needs	12.79362126
W_blogger	12.79362126
W_iaccommodate	12.79362126
W_than	12.79362126
W_families	12.93192301
W_pahelp	13.41685182
W_sir	13.41685182
W_food	13.68088483
W_help	13.79992893
W_water	14.02339768
W_tumana	14.14026195
W_wala	14.31460698
W_kasi	14.46535357
W_kami	14.46535357
W_good	14.55976712
W_kong	14.6109891
W_need	14.61369849
W_i	14.75184883
W_nabaha	14.75184883
