TweetID,User,Tweet,Category,LocationInTweet,TweetAdvice
252,jrsalaveria,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
253,nojikyaa,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
254,SyraPadlan,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
255,ItsMeNightly,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
256,missyinthecity,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
257,martheeena,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
258,Ms_JEI,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
259,mynameisgerarld,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
260,banini_RN,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
261,gossipboypinoi,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
262,xoxo_airaaaaa,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
263,johnlago_,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
264,bonsaaay,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
265,bryanbrandob4,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
266,hazelxramos,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
267,alipollante,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
268,xxxkriangppm,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
269,PopsterByHeart,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
270,AbyJoryl,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
271,CALYDEdoscope,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
272,arvininay,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
273,Janinaaaaayss,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
274,mumay_tonton,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
275,pugakzz,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
276,patcarandang,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
277,bridgettesulit,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
278,boradie,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
279,chinkyeyedboy,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
280,Jovanvanvanne,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
281,patrickaaaaagir,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
282,nalynbri,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
283,limmeily,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
284,kapitankarlito,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
285,katCoritana,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
286,tontitonmic,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
287,nikscaparros,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
288,claichan,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
289,imrejoyceee,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
290,CassieChie18,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
291,kymrycruz,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
292,jecjesjesse,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
293,kainamoca,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
294,chubbymayee,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
295,ohohdarell,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
296,peruting,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
297,avdsantosx,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
298,brielanica,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
299,iseyyuhhh,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
300,zeusfelixthecat,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
301,patriciafestijo,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
302,buttbasanes,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
303,thumseen,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
304,TEEJ0309,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
305,iamarianneeeeee,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
306,ParengJIMS,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
307,DearestKathNiel,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
308,erinsinogba,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
309,ferdice,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
310,iamjlgd,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
311,inanclare,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
312,Zaaaachyy,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
313,AILAbyuu19,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
314,rchsaulog,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
315,anchcristobal,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
316,jellaabeeee,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
317,12ShellyAnne,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
318,callmejhapsy,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
319,chinkaayyy,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
320,grbbriones,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
321,imsophiamanalo,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
322,MarieBiscuitss,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
323,iamcrisxelle,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
324,BatoYesfmManila,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
325,justin_ox1997,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
326,RAzSher_RN,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
327,krishaflores_,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
328,thesamtamayo,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
329,Maria_Kisset,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
330,zettedalumpines,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
331,jayjayserra,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
332,ivhie14,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
333,trishachatto,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
334,AlexSimeon,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
335,nicolelures,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
336,sermaeplatino,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
337,sv_simplevie,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
338,oogam,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
339,joyceeee21,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
340,kjpasiona,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
341,_supermaark,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
342,rafaelacayco,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
343,joemabec,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
344,LakasTomasino,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
345,nicoleeedr,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
346,jesTERRIFIED,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
347,nicolealiasas,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
348,itsSofeey,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
349,whanamarica,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
350,theLittleTotoro,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
351,MinaPerdon,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
352,MarieBiscuitss,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
353,supladong_cl,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
354,ErikaKamil,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
355,_jona26_,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
356,ShaniseAlcalde,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
357,jajamndgma,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
358,ChelleeDaradar,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
359,ohirenemz,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
360,JoannaBaguio,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
361,biankythemonkey,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
362,zimmbodilion,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
363,NinaAlfonso,RT @govph: Signal no. 1 issued over Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon. #RubyPH,CA,Metro Manila Bulacan Pampanga Cavite Laguna Batangas Rizal rest of Quezon,Signal no. 1
