"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsUrl";"IsHashtag";"IsRetweet";"Language";"Category"
1272;"mariajessapadua";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1273;"itsbeckxoxo";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1274;"AparriPolSta";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1275;"PTVph";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1276;"jarlego_td14";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1277;"manilena50";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1278;"LGiUSAchapter";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1279;"jlpvillanueva";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1280;"TropangMARangal";"RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1281;"serbisyoaccess";"RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1282;"leahnavarro";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1283;"Foxshane";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1284;"News5AKSYON";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1285;"TropangMARangal";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1286;"yvan_zenith";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1287;"cocoy";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1288;"enjayneer";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
