"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsUrl";"IsHashtag";"IsRetweet";"Language";"Category"
823;"BAYOlator";"#FloodPH abs cbn was here in san miguel # taguig http://t.co/xVER0p28li";"NULL";"NULL";1;1;0;"tl";"CA"
112;"RedCrossYouthPH";"#MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEÌ¢‰âÂ‰ã¢Ì¢‰âÂå¢A Buendia - Subsided. #mmda | via RT @MMDA";"NULL";"NULL";1;0;0;"en";"CA"
668;"JrLandCo";"#nopower sa amin lng #royalplazatwintowercondominium";"NULL";"NULL";1;0;0;"tl";"CA"
246;"JoannaSicat";"@elishakimchee Baha daw hanggang bubong sa pasig eh. Di naman nagtetext si jhe kaasar";"NULL";"NULL";0;0;0;"tl";"CA"
149;"bullygenobear";"@Malabon_City wala ng baha dito victoneta Potrero Di pinapansin ng @meralco pahirap. @MMDA";14.667982;120.986972;0;0;0;"tl";"CA"
242;"SP01_CJ";"@Sirrecklessy haha ok naman, baha narin dto sa cavite ehh. musta dyan bro?";"NULL";"NULL";0;0;0;"tl";"CA"
261;"AllNews_PH";"[Video - GMA News] Ilang bahagi ng Marikina, lubog sa baha http://t.co/yLAeqkvxYp";"NULL";"NULL";0;1;0;"tl";"CA"
690;"CitizenPatrol";"20-25% ng Metro Manila, binaha. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CA"
828;"GMorningBoss";"ÌÄå¢Ì¢‰âÂ‰ÛÏÌâå¼ Sa mga boss po na nasa lugar bandang Marcos Hi-way, ibayong ingat po mga boss! l l #MarioPH , #FloodPH http://t.co/RcWcr4mkt4";"NULL";"NULL";1;1;0;"tl";"CA"
656;"queenofmercy58";"Baha sa Araneta Ave. ang lalim ng tubig! #NewsPatrol #AbsCbn #DzmmRadyoPatrol #EdwinSevidal #MarioPHÌÄå¢Ì¢‰Û?åÂÌâå? http://t.co/ShjzBImoGf";"NULL";"NULL";1;1;0;"tl";"CA"
655;"MamaNiAnya";"Baha sa MRT!?! RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 ÌÄ Ìâå?Ìâ _ÌÄ Ìâå?Ìâ #MarioPH http://t.co/Vr7VWnUvQ4";"NULL";"NULL";1;0;0;"tl";"CA"
815;"TyphoonWatchPH";"chuck.no.risk: Abot hanggang fifth floor na sang tubig dito sa amin. :( #mario #floodph http://t.co/9vbsL71Iu5 ... http://t.co/NwcJRY1YDi";"NULL";"NULL";1;1;0;"tl";"CA"
136;"MMDA";"FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda";"NULL";"NULL";1;0;0;"en";"CA"
660;"TyphoonWatchPH";"garapata_:High and Dry pa rin #resquePH #safeNow #reliefPh #floodPh #walangPasok #traffi... http://t.co/b7JnBbZ9z7 http://t.co/B7tLlvgdNW";"NULL";"NULL";1;1;0;"tl";"CA"
825;"Antriz20_";"Gnito p baha s street nmin knina.. Now po mdyo bumaba n p. @gmanews #floodPH VillageEastCaintaRizal http://t.co/MX42gP7Ir0";"NULL";"NULL";1;1;0;"tl";"CA"
244;"Duuhnicuuh";"Grabe baha sa Rizal.";"NULL";"NULL";0;0;0;"tl";"CA"
245;"Jamessshhh";"Grabe yung baha sa Maynila.... Lagpas ulo na... Lagpas ulo ni Sam Chan hahaha @ifyuseekay";"NULL";"NULL";0;0;0;"tl";"CA"
231;"EsquiviasMaxene";"Grabi baha sa cainta";"NULL";"NULL";0;0;0;"tl";"CA"
286;"CitizenPatrol";"ilang residente sa marikina inilikas na sa din sa pilipinas at sampaguita village . #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl";"CA"
43;"iamkish5";"lalong lumalakas ang ulan, keep safe everyone! mag evacuate na kung sobrang taas na baha. #MarioPH";"NULL";"NULL";1;0;0;"tl";"CA"
294;"CitizenPatrol";"Lot 17 Block 8 Villa Olympia town homes, bogy sot domingo cainta rizal,Lagpas tao na baha. #MarioPH #RescuePH";"NULL";"NULL";1;0;0;"tl";"CA"
680;"CitizenPatrol";"Marikina at Cainta, isinailalim na sa state of calamity. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CA"
181;"BalitaNgayon";"Mga bayan sa Pangasinan apektado sa baha dahil sa matinding buhos ng ulan http://t.co/gyloHrMnuU via BOMBO RADYO";"NULL";"NULL";0;1;0;"tl";"CA"
836;"CitizenPatrol";"Mga bus nalang ang kayang makadaan sa EspaÌÄ®ÕÌâå±a, Maynila. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CA"
654;"VideoTweetsPH";"NTVL: Roxas District sa QC, lubog pa rin sa baha | Watch: http://t.co/A8YMuXTTxV via GMA News";"NULL";"NULL";0;1;0;"tl";"CA"
637;"andreaadorio";"RT @ABSCBNNews: Lagpas gutter ang baha sa Liwasang Bonifacio (Padre Burgos, Mla) #MarioPH http://t.co/SejkhCvA7p |via @zhandercayabyab";"NULL";"NULL";1;0;1;"tl";"CA"
691;"sanjuncssr";"RT @CitizenPatrol: 20-25% ng Metro Manila, binaha. #MarioPH #FloodPH";"NULL";"NULL";1;0;1;"tl";"CA"
833;"maybahaba";"RT @CitizenPatrol: Mga bus nalang ang kayang makadaan sa EspaÌÄ®ÕÌâå±a, Maynila. #MarioPH #FloodPH";"NULL";"NULL";1;0;1;"tl";"CA"
292;"sanjuncssr";"RT @CitizenPatrol: Sa bahagi naman ng malanday,Marikina h.school at Bautista Elem. school ay ginawa ng Evacuation Center. #MarioPH #ReliefPH";"NULL";"NULL";1;0;1;"tl";"CA"
638;"ayaaaaangg";"RT @clingyboypren: Grabe naman bahang baha na pala sa kalentong sa mandaluyong. http://t.co/16GA1YpJSg";"NULL";"NULL";0;0;1;"tl";"CA"
139;"hannahombion";"RT @dost_pagasa: Heavy Rainfall Warning No.10 #NCR_PRSD Weather System: Tropical Storm #MarioPH Issued at 9:00 PM September... http://t.co/ÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";1;1;1;"en";"CA"
134;"ranjay725";"RT @dost_pagasa: Heavy Rainfall Warning No.10 #NCR_PRSDvWeather System: Tropical Storm #MarioPHvvIssued at 9:00 PM September... http://t.co/ÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";1;1;1;"en";"CA"
243;"vnicavalencia";"RT @DZMMTeleRadyo: Pasay-Taft patungong Maynila, hindi na halos madaanan dahil sa taas ng baha | ulat ni RP36 Glen Carlos #MarioPH";"NULL";"NULL";1;0;1;"tl";"CA"
260;"elma_53";"RT @gmanews: MANILA ÌÄå¢Ì¢‰Û?åÂÌ¢‰âÂ•  Nananatiling baha sa kahabaan ng EspaÌÄ®ÕÌâå±a | via @oscaroida http://t.co/8SGSarlOpf";"NULL";"NULL";0;0;1;"tl";"CA"
27;"franciscojessdj";"RT @gmanews: MARILAO, BULACAN ÌÄå¢Ì¢‰Û?åÂÌ¢‰âÂ•  Abot leeg na ang baha sa ilang lugar. Ilang residente ang inilikas. #MarioPH update ni John Consulta.";"NULL";"NULL";1;0;1;"tl";"CA"
31;"erwinmappatao88";"RT @LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"CA"
229;"yessiryessiryes";"RT @meralco: Paalala: Bago pasukin ng baha ang inyong tahanan, siguruhing nakapatay ang ciruit breaker upang makaiwas sa aksidente. #MarioPH";"NULL";"NULL";1;0;1;"tl";"CA"
113;"jcrdv_27";"RT @MMDA: FLOOD UPDATE: AS OF 9:20 PM OSMEÌ¢‰âÂ‰ã¢Ì¢‰âÂå¢A Buendia - Subsided. #mmda";"NULL";"NULL";1;0;1;"en";"CA"
150;"hahaniiheheisel";"RT @MMDA: FLOOD UPDATE: AS OF 9:26 PM ESPAÌ¢‰âÂ‰ã¢Ì¢‰âÂå¢A Lacson Gutter Deep - Passable. #mmda";"NULL";"NULL";1;0;1;"en";"CA"
259;"dzbb";"RT @nimfaravelo: Baha sa Pasong Tamo - Pasay Road, bumababa sa ngayon @dzbb http://t.co/Z11EEmjjBU";"NULL";"NULL";0;0;1;"tl";"CA"
86;"cristineongson";"RT @officialdohgov: #HASHTAG HOTLINES: Paalala po ngayong tag-ulan. Magingat po tayo ingat. #walangpasok #MarioPH #FloodPH http://t.co/4fkxÌÄå¢Ì¢‰Û?åÂÌâå?";"NULL";"NULL";1;0;1;"tl";"CA"
84;"cristineongson";"RT @officialdohgov: EMERGENCY HOTLINES: Paalala po ngayong tag-ulan. Magingat po tayo ingat. #walangpasok #MarioPH #FloodPH http://t.co/0uVÌÄå¢Ì¢‰Û?åÂÌâå?";"NULL";"NULL";1;0;1;"tl";"CA"
85;"cristineongson";"RT @officialdohgov: Umiwas po tayo sa paglusong sa baha dahil ito ay pwedeng magdulot ng #LEPTOSPIROSIS #MarioPH #FloodPH http://t.co/IdsjuÌÄå¢Ì¢‰Û?åÂÌâå?";"NULL";"NULL";1;1;1;"tl";"CA"
135;"Rubento7";"RT @redcross143: #MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEÌ¢‰âÂ‰ã¢Ì¢‰âÂå¢A Buendia - Subsided. #mmda | via RT @MMDA";"NULL";"NULL";1;0;1;"en";"CA"
137;"rcyccfad";"RT @RedCrossYouthPH: #MarioPH FLOOD UPDATE: AS OF 9:16 PM SMCenter Point EB/WB - Passable along Araneta NB/SB - Not Passable. #mmda | @MMDA";"NULL";"NULL";1;0;1;"en";"CA"
180;"AnnLlorca";"RT @stateofdnation: Umabot hanggang leeg ang baha sa looban ng St. Joseph Subd. sa Ortigas Extension kaya na-trap ang maraming mga residentÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";0;0;1;"tl";"CA"
179;"TOMCATust";"RT @thecarlomagtaas: @TOMCATust Okay na sa may San Juan City, Mariano Marcos area. Wala na ang baha at mahina nalamang ang ulan. #TomasinewÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";1;0;1;"tl";"CA"
2;"USTRCYCENG";"RT @varsitarianust: Evacuees at Sto. Domingo Church in QC have reached 2.5k. @UST_CSC calling for volunteers tomorrow, 6am call time. #ReliÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";1;0;1;"en";"CD"
103;"YoItsEllaoiG";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha; Quirino Hiway ang daan pa-Daet (Photo from @PRO5React) http://t.co/l9AopM1Zmy httpÌÉ Ì¢‰âÂ‰Û_";"NULL";"NULL";0;1;1;"tl";"CD"
272;"CitizenPatrol";"Mahigit 3,000 pamilya, apektado ng baha sa Candaba, Pampanga. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CD"
289;"sanjuncssr";"RT @CitizenPatrol: ilang residente sa marikina inilikas na sa Malanday Elem. School. #MarioPH #ReliefPH";"NULL";"NULL";1;0;1;"tl";"CD"
290;"sanjuncssr";"RT @CitizenPatrol: ilang residente sa marikina inilikas na sa din sa pilipinas at sampaguita village . #MarioPH #ReliefPH";"NULL";"NULL";1;0;1;"tl";"CD"
437;"CitizenPatrol";"Sa dist. 4 brgy. 576 d. santiago ay tinatayang 50 pamilya ang apektado ng bagyong mario. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CD"
725;"CitizenPatrol";"Sa muntinlupa may 60 pamilya sa cupang at 50 sa tunasan (cuyab) ay apektado dulot ng bagyo.#MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"CD"
734;"CitizenPatrol";"Sa paranaque, 60 pamilya ang inilikas sa silverio creek at 30 sa fastrack. #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl";"CD"
735;"CitizenPatrol";"15 pamilya sa Pasay,brgy 184 ang kasalukuyang nasa brgy.hall at 15 naman ang nasa daycare . #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl";"CD"
1224;"CitizenPatrol";"Sa brgy 162 sta.Quiteria ay tinatayang may 148 at gayun din sa brgy 164 na may 101 na pamilya ang apektado dulot ng bagyo. #MarioPH";"NULL";"NULL";1;0;0;"tl";"CD"
1225;"KeniticChoy";"RT @stateofdnation: Mahigit limandaang pamilya ang kinailangang ilikas sa Malabon dahil sa matinding baha. LIVE si @tinapperez.";"NULL";"NULL";0;0;1;"tl";"CD"
1228;"QMCMags";"ÌÉ Ì¢‰âÂ‰ÛÌ¢‰âÂÒ@DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/BbC25XjXx4ÌÉ Ì¢‰âÂ‰ÛÌâ•  #HugotSaTagUlan @QueenAngeH @DearAtiSayii";"NULL";"NULL";1;1;0;"tl";"CD"
1230;"gabdarez";"RT @YouScoop: Tulay sa Brgy. Kabuluan, Sta Elena sa Camarines Norte, winasak ng baha. #MarioPH http://t.co/DOG7B2jJVH";"NULL";"NULL";1;0;1;"tl";"CD"
1231;"DZMMTeleRadyo";"Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;0;"tl";"CD"
1232;"kawaiirobeni";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"CD"
