"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsHashtag";"IsURL";"IsRetweet";"Language";"Category"
"5.42E+17";"marrialigaya";"""@ANCALERTS: NDRRMC: 3 dead due to #RubyPH"" tsk";14.752156;121.079288;1;0;0;"tl";"CD"
"5.42E+17";"IGMOlayvar";"""@DZMMTeleRadyo: Bubong at kisame ng Tacloban Airport, sinira ni #RubyPH http://t.co/FZHADakW9X http://t.co/0u0ziXbw9e"" grabe";"NULL";"NULL";1;1;0;"tl";"CD"
"5.42E+17";"blujay_chabby";"""@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte."" Good to hear. Sana sa ibang lugar din :)";"NULL";"NULL";1;0;0;"tl";"CD"
"5.42E+17";"MerryEdear";"""@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte."" Thank you Lord! :)";"NULL";"NULL";1;0;0;"tl";"CD"
"5.41E+17";"MarkGascon1";"""@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb""";10.717486;125.794168;1;0;0;"tl";"CD"
"5.41E+17";"meecatok";"""@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb""";"NULL";"NULL";1;0;0;"tl";"CD"
"5.41E+17";"IamTheLawler";"""@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb"" keep safe everyone";14.815947;121.071702;1;0;0;"tl";"CD"
"5.41E+17";"ariescaringal";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"JholimaGlory";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"chingbee1";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"christheene18";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"KeniticChoy";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"khimfampo_23";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.41E+17";"CyeFruelda";"RT @gmanews: ROMBLON — As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent";"NULL";"NULL";1;0;1;"tl";"CD"
"5.42E+17";"MartinXmarin";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"iTsmeJamesNero";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"Iampicardal";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"nnnikkka";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"mikan4ever";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"stewartricero";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"KeniticChoy";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"lovi_143";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
"5.42E+17";"JessaJofficial";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z";"NULL";"NULL";1;1;1;"tl";"CD"
