TweetID,User,Tweet,Latitude,Longitude,IsHashtag,IsURL,IsRetweet,Language
498133390369886208,gmanews,"Nagasaki marks 69th anniversary of US atomic bombing http://t.co/fS5SGgVIYt",NULL,NULL,0,1,0,NULL
498136365855297536,GMANewsOnline,"BayernLB says rejects Formula One boss Ecclestone's settlement offer http://t.co/4QthWPKFhY",NULL,NULL,0,1,0,NULL
498136962134736896,DZMMTeleRadyo,"#UAAP77 Cruz, pinangunahan ang FEU para talunin ang NU http://t.co/ZRj3cjjxKp http://t.co/HvBJwExIp4",NULL,NULL,1,1,0,NULL
498137435495096321,gmanews,"Consular outreach mission in Virginia called off http://t.co/tpCEE6R5FT",NULL,NULL,0,1,0,NULL
498137892485484545,DZMMTeleRadyo,"#UAAP77 UP, tinalo ang Adamson para sa unang panalo sa loob ng 2 taon http://t.co/mf0nv0RTGj http://t.co/0WchvgKi93",NULL,NULL,1,1,0,NULL
498143224951603201,gmanews,"ICYMI: UP fights, ends 27-game losing streak with win against Adamson #UAAP77 http://t.co/IKuT1xseHa",NULL,NULL,1,1,0,NULL
498148757796442114,gmanews,"Snatched by Argentina junta as a baby, musician back with family http://t.co/m9KytYDPXZ",NULL,NULL,0,1,0,NULL
498152745057021952,gmanews,"PHL: ASEAN-Beijing relations should be about more than just projects with China http://t.co/vMI6ZHXZJ4",NULL,NULL,0,1,0,NULL
498154554643742720,DZMMTeleRadyo,"Tarot Card Reading sa ""PINOY VIBES"" with our resident psychic and life coach na si MS. STARGAZER and guest reader... http://t.co/eM0JWoX1Uf",NULL,NULL,0,1,0,NULL
498155092705415168,GMANewsOnline,"FIBA World U-17: Gallant Batang Gilas falls to hot-shooting Greece http://t.co/mOdHj1icnA",NULL,NULL,0,1,0,NULL
498155093317799937,GMANewsOnline,"Watch: After Maroons win, UP community celebrates like it's 1986 http://t.co/vpRm3SlF3K",NULL,NULL,0,1,0,NULL
498155130454151169,GMANewsOnline,"US call for South China Sea ‘freeze’ gets cool response from China http://t.co/p2fAD9P5v5",NULL,NULL,0,1,0,NULL
498156270973489153,gmanews,"Sea dispute overshadows talks between China, Southeast Asia http://t.co/fBDstoxOZ2",NULL,NULL,0,1,0,NULL
498161751599239169,MMDA,"Traffic Update: As of 1:39AM EDSA NB and SB (L) #mmda",NULL,NULL,1,0,0,NULL
498161819530190849,MMDA,"Traffic Update: As of 1:39AM C5 NB and SB (L) #mmda",NULL,NULL,1,0,0,NULL
498163603153756160,gmanews,"PANOORIN: PBA legends, muling maglalaro sa isang exhibition game para sa OFWs sa Singapore | @Balitanghali11 http://t.co/rAEY0sbAMs",NULL,NULL,0,1,0,NULL
498167640406249473,gmanews,"Barbie Forteza (@dealwithBARBIE) keeps birthday tradition with kids http://t.co/07aqZwNSyG",NULL,NULL,0,1,0,NULL
498171450767863808,GMANewsOnline,"Guinea shuts borders with Sierra Leone, Liberia in bid to halt Ebola http://t.co/MmcF5OyY1Y",NULL,NULL,0,1,0,NULL
498172414631493632,gmanews,"VIDEO: Derek Ramsay vs. estranged wife Mary Christine Jolly http://t.co/jKH5RPv1L4",NULL,NULL,0,1,0,NULL
498177915985465344,gmanews,"CBCP president support people’s initiative vs. pork barrel http://t.co/46nOP7CfOO",NULL,NULL,0,1,0,NULL
498179604981354497,MMDA,"Traffic Update: As of 2:50AM EDSA and C5 (L) #mmda",NULL,NULL,1,0,0,NULL
498351459717500928,GMANewsOnline,"Japan orders 1.6 million to flee Typhoon Halong; one dead, travel chaos http://t.co/vCMdtIPA4H",NULL,NULL,0,1,0,NULL
498351460187250690,GMANewsOnline,"Petron rolling back prices of gas products http://t.co/OqjvygKPNb",NULL,NULL,0,1,0,NULL
498353078102659072,govph,"DOLE: Singapore’s call on employment agencies to accord respect to OFWs positive. http://t.co/n0Tn4HtRRC",NULL,NULL,0,1,0,NULL
498353281731551234,GMANewsOnline,"FIBA World Cup: Manu Ginobili accepts being unable to play for Argentina http://t.co/9n8tBWNGsT",NULL,NULL,0,1,0,NULL
498353621365317632,gmanews,"UAAP: On the other end of the spectrum, coach Altamirano tells NU: Always think we're at the bottom of the standings http://t.co/iKp5wwDAUC",NULL,NULL,0,1,0,NULL
498355931151740929,MMDA,"Traffic Update: As of 2:31 PM, EDSA SB/NB: (LM) #mmda",NULL,NULL,1,0,0,NULL
498356041529053185,MMDA,"Traffic Update: As of 2:31 PM, C5 SB/NB: (LM) #mmda",NULL,NULL,1,0,0,NULL
498356605998473216,GMANewsOnline,"Cinemalaya films uploaded to YouTube without authorization http://t.co/cVADB8EVQv",NULL,NULL,0,1,0,NULL
498358112441872385,govph,"DPWH, magtatayo ng P1.73-bilyong halaga ng water supply systems sa 30 pook turista sa bansa: http://t.co/BDtUw7NT5e",NULL,NULL,0,1,0,NULL
498358853512089603,gmanews,"Wall St Week Ahead: Dividend payers attractive again as bond yields fall http://t.co/oblYRg5Gxx",NULL,NULL,0,1,0,NULL
498359372695601152,GMANewsOnline,"Plane crashes at Tehran’s Mehrabad airport; 40 reported dead – IRNA http://t.co/YCTB5JdV9V",NULL,NULL,0,1,0,NULL
498360322080526336,gmanews,"Plane crashes at Tehran’s Mehrabad airport; 40 reported dead – IRNA http://t.co/l9Xa5gyufT",NULL,NULL,0,1,0,NULL
498363293275529216,govph,"Timpalak sa mga tesis at disertasyon sa Filipino, inilunsad ng Komisyon sa Wikang Filipino (@KWFilipino): http://t.co/ilcDHehrx1",NULL,NULL,0,1,0,NULL
498363927986597888,gmanews,"Pandas, superheroes help raise millions at Sydney’s City2Surf http://t.co/mSBbg3rxMC",NULL,NULL,0,1,0,NULL
498364271995002881,MMDA,"Traffic Update: As of 3:05 PM, EDSA SB/NB: (LM) #mmda",NULL,NULL,1,0,0,NULL
498364329473761280,MMDA,"Traffic Update: As of 3:05 PM, C5 SB/NB: (LM) #mmda",NULL,NULL,1,0,0,NULL
498364518838173696,GMANewsOnline,"Pinoy 'Chori Burger' wins New York City burger competition http://t.co/ptMYiJlWGS",NULL,NULL,0,1,0,NULL
498364888524132352,GMANewsOnline,"VIDEO: UP community, nag-bonfire para ipinagdiwang ang panalo ng UP Fighting Maroons http://t.co/nrNCUm3ZrV",NULL,NULL,0,1,0,NULL
498367277285126144,MMDA,http://t.co/ywjTRVdS4E,NULL,NULL,0,0,0,NULL
498367860087873538,GMANewsOnline,"Rights group claims 2 organizers abducted in Nueva Ecija http://t.co/g3PfBwIED6",NULL,NULL,0,1,0,NULL
498368183569756160,govph,"DepEd leads electrification of Agta community school in Cagayan Valley: http://t.co/OJML27zCVj http://t.co/w5Uk1i79sW",NULL,NULL,0,1,0,NULL
498368430894899200,gmanews,"Rizal province hospital quarantined over suspected meningo case http://t.co/aqaPpC6TZc",NULL,NULL,0,1,0,NULL
498433617639800832,govph,"DBM releases P7.68 billion to energize off-grid communities in remote areas nationwide: http://t.co/NMW6juSRF0",NULL,NULL,0,1,0,NULL
498434295493443584,GMANewsOnline,"SM Prime to build residential towers near malls in China in next 2 years http://t.co/dCfkPncZHg",NULL,NULL,0,1,0,NULL
498435140159164418,gmanews,"GMA News is looking for Social Media News Producers. Apply now! Here are the details: http://t.co/JWKe6y3eHJ",NULL,NULL,0,1,0,NULL
498436154568372224,MMDA,"RT @doblezeta: Congrats @MMDA, 1 million followers on Twitter. Only the 2nd PH government agency to reach the milestone. :) http://t.co/HcT…",NULL,NULL,0,0,1,NULL
498436342809100288,DZMMTeleRadyo,"Mayor Bistek, nag-sorry sa pananampal ng suspek sa QC buy-bust http://t.co/W7UDnqgw9B 
 http://t.co/ohzOpyachK",NULL,NULL,0,1,0,NULL
498436689442770944,MMDA,"ADVISORY: As of 7:44 PM Self accident at C5 Bagong Ilog SB involving car one lane occupied.#mmda",NULL,NULL,1,0,0,NULL
498436780647936000,GMANewsOnline,"UAAP: Teng, Perkins shine as short-handed Archers rip Tigers http://t.co/BaleVRImPz",NULL,NULL,0,1,0,NULL
498438847957852160,govph,"Mindanao tree-planting program involving 4,636,000 trees to attempt Guinness world record: http://t.co/hkX0XG7VQU",NULL,NULL,0,1,0,NULL
498439070071009281,GMANewsOnline,"After SC snubs BIR request, Palace stresses importance of SALN disclosure http://t.co/Hu7CiX53v5",NULL,NULL,0,1,0,NULL
498439153646714881,gmanews,"120 repatriated OFWs arrive from Libya http://t.co/4TVja8UpqH",NULL,NULL,0,1,0,NULL
498439662977830912,MMDA,"Traffic Update: As of 8:04 PM, EDSA SB: Muñoz(M) Bansalangin-Malibay (L) Tramo (M) #mmda",NULL,NULL,1,0,0,NULL
498439753042108416,MMDA,"Traffic Update: As of 8:04 PM, EDSA NB: Harrison-Taft (MH) Tramo-Trinoma (L) North Avenue (M) Muñoz (M).#mmda",NULL,NULL,1,0,0,NULL
498440306748977152,GMANewsOnline,"VIDEO: Supply ng manok sa Metro Manila, nagkukulang umano http://t.co/hiL1Lmx18v",NULL,NULL,0,1,0,NULL
498440307445219328,GMANewsOnline,"VIDEO: Grupong Piston, magkikilos-protesta dahil sa nakaambang diesel price hike http://t.co/EmaLKoiYyX",NULL,NULL,0,1,0,NULL
498440308145672192,GMANewsOnline,"VIDEO: Rehabilitasyon sa Magallanes Interchange, puspusan http://t.co/rcvaFM2v57",NULL,NULL,0,1,0,NULL
498440308904837121,GMANewsOnline,"VIDEO: Aircon system sa NAIA-1, sinimulan nang palitan http://t.co/DHWiz6CP0N",NULL,NULL,0,1,0,NULL
498440309647228928,GMANewsOnline,"VIDEO: Pulis at kanyang misis, arestado matapos umanong magnakaw sa isang beauty clinic http://t.co/zk2yYD1y0T",NULL,NULL,0,1,0,NULL
498440495991762944,MMDA,"Traffic Update: As of 8:06 PM, C5 SB: Ateneo-Xavierville (M) Libis-Eastwood (M) Ortigas (M) Bagong Ilog (M) #mmda",NULL,NULL,1,0,0,NULL
498440921826869249,MMDA,"ADVISORY: As of 7:44 PM Self accident at C5 Bagong Ilog NB involving car one lane occupied.#mmda",NULL,NULL,1,0,0,NULL
498441153994190850,MMDA,"Traffic Update: As of 8:10 PM, C5 NB: Kalayaan-Bagong Ilog (MH) Eastwood (M) Xavierville-Ateneo(M) #mmda",NULL,NULL,1,0,0,NULL
