id,sender,message,date,geolat,geolon
5281569467833c59e17ef122,burs0114,In AUGUST 22  2008  It was an iPhone 3G when Globe first introduced iPhone! #GlobeiPhoneForever  @ohteenquotes 2804,11/12/2013 6:13,14.6612842,121.0218236
5281569467833c59e17ef123,JaJamoju,Di na nga nakita  di pa makakausap sa phone .. wala eh  ganun talaga ..,11/12/2013 6:13,14.6922714,121.0255182
5281569467833c59e17ef124,angelaaaquino,"@joselpinedaaa @crlrys ayiee! Amiss ne ing ""jj"". :)))))",11/12/2013 6:13,14.56351295,120.9945388
5281569467833c59e17ef125,kylarsnioxx,try ko maging good girl bukas?,11/12/2013 6:13,14.60071053,121.1106123
5281569467833c59e17ef126,PoloQuincena,@Yrafour Sagutin mo!,11/12/2013 6:13,14.60611694,120.9900837
5281569567833c59e17ef127,ImShaiiJardinel,Bwisit tong nanay ni Joaquin.,11/12/2013 6:13,14.64506157,121.0135215
5281569567833c59e17ef128,jeploksify,Confirmed! Leggo! @diligots @ancaterin @jeton_x #nikewerunmla2013 #10k #december #running… http://t.co/ZNNioGDlOB,11/12/2013 6:13,14.55232312,121.0113601
5281569567833c59e17ef129,burs0114,In AUGUST 22  2008  It was an iPhone 3G when Globe first introduced iPhone! #GlobeiPhoneForever  @ohteenquotes 2805,11/12/2013 6:13,14.6612842,121.0218236
5281569567833c59e17ef12a,OnlyyUnicee,Ubos na neurons ko dito. :(  Lit101A pls,11/12/2013 6:13,14.6137711,120.9882537
5281569567833c59e17ef12b,prince09rivero,“@Shellykristiana: AND NOW! official account @Rivero_Brothers  Common Follow??? http://t.co/PEW54IZ3w8”,11/12/2013 6:13,14.58193313,121.0759754
5281569567833c59e17ef12c,emmanueltafalla,We The Kings feels p l s,11/12/2013 6:13,14.62893275,121.042671
5281569667833c59e17ef12d,AteZayn,@JoshuaVallinas iniba na..friday na daw..at tsaka sabi...wla namn daw sinabi si Mam Dalisay..na thursday...parang gawa-gawa lang un.,11/12/2013 6:13,14.68805005,121.1048235
5281569667833c59e17ef12e,ninjanela,Letran-Beda Game. ? @ MOA Arena http://t.co/VhO8n4b7Gc,11/12/2013 6:13,14.60058761,121.0310603
5281569667833c59e17ef12f,tenseven82,@LoveQuotes: Some days I can't stop thinking about you  and other days I wonder why I'm wasting my time.,11/12/2013 6:13,14.6740786,121.0780476
5281569667833c59e17ef130,bhestmhakulets,Fuckshiit. Juliana.   Puteek naa. Tsk.tsk. #G2BYouAreNotAlone,11/12/2013 6:13,14.647345,120.9649302
5281569667833c59e17ef131,Kiara_Andal,@inzaneeeeeeeeee Kaya mo naman eh. Sa dagat palang eh hahaha joke ge night.,11/12/2013 6:13,14.57250755,121.1189973
5281569667833c59e17ef132,guerrerokamille,Kumanta ako kanina di nya pala narinig -_-,11/12/2013 6:13,14.6051263,121.0516598
5281569767833c59e17ef133,patrickpintor,@maiscongelobean minor or shift?,11/12/2013 6:13,14.63673331,121.0819331
5281569767833c59e17ef134,JoeyDeLeon_,@HeySasaaa hahaa!!! eedit ko picture ni baekhyun XD lol..,11/12/2013 6:13,14.5382916,121.0779867
5281569767833c59e17ef135,Ohwatlicious,I'm at Cocoon Boutique Hotel (Quezon City  Metro Manila) http://t.co/tTiHhtuigJ,11/12/2013 6:13,14.63493377,121.0308196
5281569767833c59e17ef136,burs0114,In AUGUST 22  2008  It was an iPhone 3G when Globe first introduced iPhone! #GlobeiPhoneForever  @ohteenquotes 2806,11/12/2013 6:13,14.6612842,121.0218236
5281569767833c59e17ef137,sherminDC,waleyyyy magawa :)) muka ko!!!! bwuahahhahah. http://t.co/UjUBTaYOQ8,11/12/2013 6:13,14.6548849,120.9806168
5281569767833c59e17ef138,zygooooon,@richellebondoc haha  e bat si ate nesh inaate mo? Haha  so parehas lang ate iche :)) oh sya eat thy dinner na.,11/12/2013 6:13,14.7196279,121.0549517
5281569867833c59e17ef139,Zelgoooong,WAAAAAH.Nikakabahan Ako Sa GTB :'( #G2BYouAreNotAlone,11/12/2013 6:13,14.6961442,121.1152281
