id,sender,message,date,geolat,geolon
524be91f5c050bd455eb8d0e,paulabiancaviii,Mmmkaaayy.,10/2/2013 5:36,14.6607842,121.1296463
524be91f5c050bd455eb8d0f,dendenvelasco,UST iloveyou! Great Win over DLSU! #GoUSTe #ThomasianBlood,10/2/2013 5:36,14.6300352,121.0157903
524be91f5c050bd455eb8d10,CamiiArcilla,#GoUSTe! Yung puso ko!!! Well-deserved ang nerbyos!,10/2/2013 5:36,14.5677822,121.0050304
524be91f5c050bd455eb8d11,shaneonyouuuuu,Fries pls,10/2/2013 5:36,14.5788272,120.9873862
524be9205c050bd455eb8d12,denissscious,Knew it!!! *Roar*,10/2/2013 5:36,14.71996776,121.0453849
524be9215c050bd455eb8d13,luispnflrda,Close game!!!,10/2/2013 5:36,14.67114167,120.9948052
524be9215c050bd455eb8d14,AllTheSmallTigs,?,10/2/2013 5:36,14.56632446,120.9931192
524be9215c050bd455eb8d15,paomanings,@abbeyaledo congrats!!! :),10/2/2013 5:36,14.64619147,121.0749793
524be9215c050bd455eb8d16,AngeloBatangAma,Putanginang inertia.,10/2/2013 5:36,14.5756107,121.0435033
524be9215c050bd455eb8d17,jelyneriego,ANIMO ?,10/2/2013 5:36,14.5673449,120.9934473
524be9225c050bd455eb8d18,MiggyMananghaya,@iamMarkOng Tara? g?,10/2/2013 5:36,14.61217572,120.9873439
524be9225c050bd455eb8d19,ohmyMMY,Grabe I think I just experienced a heart attack. Intense!!! ?????????,10/2/2013 5:36,14.60618065,120.9886044
524be9225c050bd455eb8d1a,thekimadrian,@MelaSebastian15 #GoUSTe,10/2/2013 5:36,14.62228158,121.0669054
524be9235c050bd455eb8d1b,homeemalone,“@BelieveLaSalle: #UAAP76Finals: #DLSU 72 vs #UST 73 (Final) #UAAP76 #DLSUvsUST #BelieveLaSalle http://t.co/UXyOJuHNOn”,10/2/2013 5:36,14.56165429,120.9949608
524be9235c050bd455eb8d1c,crabbycathy,Ferrer for Miley's tongue move! #GoUSTe,10/2/2013 5:36,14.6134759,121.0558339
524cc4a35c051e84e0803e77,LewiMinHo,Nasermonan pa ni penguin ?,10/3/2013 9:13,14.60543087,121.01951
525392cf4f45b8213698d45a,switkitty27,Ang daming magandang bagong drama na lalabas di ko alam kung paano ko siya panunuorin! ?,10/8/2013 1:06,14.57932929,120.977564
525392d04f45b8213698d45b,talforyou,Bad morning!! So stressful :( #manic #pissed,10/8/2013 1:06,14.6565858,121.0299299
525392d64f45b8213698d45c,tekph,I'm at Circles Event Café (Makati City  Metro Manila) http://t.co/JPJww8T7Al,10/8/2013 1:06,14.55353252,121.024704
525392d74f45b8213698d45d,trizziabigail,I'm at University of the Philippines Manila - @upmanilaonline w/ @igotthepau_er http://t.co/sduSEdHJ7g,10/8/2013 1:06,14.57605553,120.9870136
525392d74f45b8213698d45e,ysiarej,I'm at Logica Philippines  Inc. (Taguig City  Metro Manila) http://t.co/MkxlYqRs4c,10/8/2013 1:06,14.5352549,121.0478997
525392d84f45b8213698d45f,iambryangarcia,Happy Bday. Have an awesome day! ??? (with Austin),10/8/2013 1:06,14.64146,121.03946
525392d84f45b8213698d460,justineheniel,I'm at Centro Escolar University w/ @ohmyjeane @seansenogara http://t.co/zTDD8dNJCh,10/8/2013 1:06,14.59881503,120.9920347
525392d94f45b8213698d461,asdfghloljk,#G2BVoteForMe ?,10/8/2013 1:06,14.6140509,120.9721279
525392dc4f45b8213698d462,RenzPablo,@CK_Gamboa kuha ka sched sa fri jacinto. Sama mo si feli dags kayo naman pa sched,10/8/2013 1:06,14.615792,121.0018212
525392dd4f45b8213698d463,lahlyk,??? lapang ya lng! @ Pancake House http://t.co/O1WqXnbZe9,10/8/2013 1:06,14.52074172,121.013113
525392e14f45b8213698d464,DamnItsMark_,Big lunch before the long meeting (@ Fat Butchie's Native Lechon Liempo) http://t.co/6TkLOhVK7A,10/8/2013 1:06,14.58619671,121.0777278
525392e24f45b8213698d465,trizziabigail,I'm at UP College of Allied Medical Professions (Manila  NCR) http://t.co/dkdunnoV4X,10/8/2013 1:06,14.57640571,120.9867443
525392e54f45b8213698d466,LoveLustLine,CARMEN SOO!!!!!!!!!!!!!!!!!!!!!!!,10/8/2013 1:06,14.6810106,121.0970122
525392e84f45b8213698d467,jepoi0714,@arvheenism waley lang ! papatingin ko lang kepay ko .. Alam mo na ! Haha,10/8/2013 1:06,14.56486,121.01195
525392e84f45b8213698d468,mydeeds,Sunshine Cruz for #EverBilena @ Max's Restaurant http://t.co/0ZR93sgv9H,10/8/2013 1:06,14.62983992,121.0318555
525392e94f45b8213698d469,Katkatbabe,Do it your own.,10/8/2013 1:06,14.6979362,121.1070836
525392ec4f45b8213698d46a,xiruki,Looks like it will rain hoho (@ Xiruki's kingdom) http://t.co/NJ9WH1LuKc,10/8/2013 1:06,14.57626802,121.0392436
525392ef4f45b8213698d46b,krizziaforyou,@yoooo0oow anu ba yan? Haha,10/8/2013 1:06,14.5459085,121.0061823
525392f04f45b8213698d46c,Itsmeonlybetter,Coffee time :) ? (@ Café Mary Grace) http://t.co/MMLPr44OOp,10/8/2013 1:06,14.55203713,121.0205841
525392f14f45b8213698d46d,itsdeideiii,Thank you Manager Kevin! (@ Bacolod Chicken Inasal w/ 3 others) http://t.co/rMTThSwVkY,10/8/2013 1:06,14.53755012,120.9819998
525392f14f45b8213698d46e,im_verna,This is awesome.....,10/8/2013 1:06,14.67805,121.0326512
525392f24f45b8213698d46f,QweRyan,@ANNEdyosaa @marieyahhhh Wala e. Mahal ko e. Hahaha!,10/8/2013 1:06,14.6138778,120.9867334
525392fa4f45b8213698d470,RkumarDiego,@davencastanares > Musta ka na? Nga pala  33 na ako.,10/8/2013 1:07,14.57665,121.03773
525392fe4f45b8213698d471,iLovEiLeR,#ItsShowtime na!,10/8/2013 1:07,14.58754358,121.0170302
525392fe4f45b8213698d472,Haneyzing,Stuart Little 2 on Star Movies!!! ????,10/8/2013 1:07,14.62165376,121.0110823
525393004f45b8213698d473,slabster13,I'm at Watsons http://t.co/sZvXlqh3qa,10/8/2013 1:07,14.62229251,121.1105285
525393034f45b8213698d474,mykabasco,#lgpocketphotoph #lgpopolaunch @ Rockwell Club http://t.co/N1sjHfoaIM,10/8/2013 1:07,14.56512663,121.0355306
525393044f45b8213698d475,im_verna,Late lunch!! Amazing!!,10/8/2013 1:07,14.67805,121.0326512
