"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsHashtag";"IsURL";"IsRetweet";"Language";"Category"
"5.13E+17";"emmidejesus";"Donate & Volunteer, click link for details  https://t.co/aTZ01tnOUn Lingap Gabriela for #ReliefPH drive for #MarioPH flood victims in Manila";"NULL";"NULL";1;1;0;"en";"D"
"5.13E+17";"USTRCYCENG";"RT @varsitarianust: Evacuees at Sto. Domingo Church in QC have reached 2.5k. @UST_CSC calling for volunteers tomorrow, 6am call time. #Reli��_";"NULL";"NULL";1;0;1;"en";"D"
"5.13E+17";"CitizenPatrol";"Aabot sa 2,000 Evacuees sa Sto. Domingo Church nangangailangan ng tubig.  #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"yelpalisoc";"@philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"AngerikBabies41";"Camacho Street Kabayani Road Nangka Marikina needs food and water. Pls. help  #ReliefPH #RescuePH #FloodPH #MarioPH @TVPatrol @ABSCBNNews";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"IvanGeroDomingo";"Paki rescue po Luloy Cerbito Macopa St, Banawe QC. Yung may maliit na basketball court dun. #RescuePH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"CitizenPatrol";"Isang Ginang natrapped sa bubong sa Blk.44 mais street bgy.tumana.  #MarioPH #RescuePH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"CitizenPatrol";"Aabot sa 2,000 Evacuees sa Sto. Domingo Church nangangailangan ng tubig.  #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"Iam_rjb05";"Wala kuryeryente saamin (-_-) #NoPower — at Mambalon Mahabang Parang Binangonan Rizal http://t.co/DUHTtrneH0";"NULL";"NULL";1;1;0;"tl";"D"
"5.13E+17";"CitizenPatrol";"Sa Quezon City ,Ilang pamilya, lumikas na sa Holy Family Church sa Roxas District at  walang pa ring kuryente ngayon. #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"garcia_brielle";"RT @ReliefPHcom: Nangka Marikina: call for food and water #urgentcalls #MarioPH #reliefPH http://t.co/wFOMtdRSqL";"NULL";"NULL";1;1;1;"tl";"D"
"5.13E+17";"yelpalisoc";"@TheMayorLIM Sir pahelp po magRT #ReliefPH sa Leodegracio Victorino Elem. School po may mga evacuees po, wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"yelpalisoc";"@ABSCBNNews #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"yelpalisoc";"@SagipKapamilya  #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"alcantarajohann";"RT @yelpalisoc: @philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryent…";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"justcallmelloyd";"RT @yelpalisoc: @philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryent…";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"yelpalisoc";"@philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"AngerikBabies41";"Camacho Street Kabayani Road Nangka Marikina needs food and water. Pls. help  #ReliefPH #RescuePH #FloodPH #MarioPH @TVPatrol @ABSCBNNews";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"yelpalisoc";"@ABSCBNRedAlert #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"garcia_brielle";"RT @AngerikBabies41: Camacho Street Kabayani Road Nangka Marikina needs food and water. Pls. help  #ReliefPH #MarioPH @ABSCBNNews @bayanmo";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"FoxRn1";"RT @ReliefPHcom: Marikina: relief goods #urgentcalls #MarioPH #reliefPH http://t.co/C5Aohr0o7M";"NULL";"NULL";1;1;1;"en";"D"
"5.13E+17";"beachysheng";"""You can also donate via Paypal. Click here http://t.co/wt07Yjlfax #TulongKabataan #ReliefPH #MarioPH""";"NULL";"NULL";1;1;0;"en";"D"
"5.13E+17";"BonitoAlentajan";"RT @smsupermalls: PUBLIC SERVICE ADVISORY: Free overnight parking in SM  malls for those affected by #MarioPH #ReliefPH http://t.co/7pMYcZz…";"NULL";"NULL";1;1;1;"en";"D"
"5.13E+17";"margeemateo";"RT @smsupermalls: PUBLIC SERVICE ADVISORY: Free overnight parking in SM  malls for those affected by #MarioPH #ReliefPH http://t.co/7pMYcZz…";"NULL";"NULL";1;1;1;"en";"D"
"5.13E+17";"LaoMamba";"To those affected by #MarioPH you can go to PSBA-QC. Bukas ang schoo na ito para masilungan ng mga apektado. #FloodPH #RescuePH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"LaoMamba";"OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"franciscojessdj";"RT @gmanews: MARILAO, BULACAN — Abot leeg na ang baha sa ilang lugar. Ilang residente ang inilikas. #MarioPH update ni John Consulta.";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"jpatrickbulaon";"RT @gmanews: MARILAO, BULACAN — Abot leeg na ang baha sa ilang lugar. Ilang residente ang inilikas. #MarioPH update ni John Consulta.";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"franzadrian_";"RT @gmanews: MARILAO, BULACAN — Abot leeg na ang baha sa ilang lugar. Ilang residente ang inilikas. #MarioPH update ni John Consulta.";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"NinzRosales";"RT @gmanews: MARILAO, BULACAN — Abot leeg na ang baha sa ilang lugar. Ilang residente ang inilikas. #MarioPH update ni John Consulta.";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"erwinmappatao88";"RT @LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"erwinmappatao88";"“@LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH”";14.615083;121.000738;1;0;0;"tl";"D"
"5.13E+17";"akbayanyouth";"RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"risahontiveros";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"leahnavarro";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"pinoymommy";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"pol_abreu";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"kentdelasalas";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"MsMichellPineda";"RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"itsmitsu";"RT @YouScoop: Nagpabuhat ang ilang residente para hindi mabasa ng baha sa Ortigas Extension. Kuha ni YouScooper Carlo #MarioPH http://t.co/…";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"lonecrescent";"RT @YouScoop: Nagpabuhat ang ilang residente para hindi mabasa ng baha sa Ortigas Extension. Kuha ni YouScooper Carlo #MarioPH http://t.co/…";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"EspiriTruth";"RT @DZMMTeleRadyo: PHOTO: Ilang pasahero ng LRT V.Mapa, stranded dahil sa baha sa Sta Mesa #MarioPH http://t.co/0brMfq2PDA | via... http://…";"NULL";"NULL";1;1;1;"tl";"D"
"5.13E+17";"iamkish5";"lalong lumalakas ang ulan, keep safe everyone! mag evacuate na kung sobrang taas na baha. #MarioPH";"NULL";"NULL";1;0;0;"tl";"D"
"5.13E+17";"VeteranKnows";"RT @LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"JmRiveraaaaa";"RT @LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH";"NULL";"NULL";1;0;1;"tl";"D"
"5.13E+17";"DZMMTeleRadyo";"Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;0;"tl";"O"
"5.13E+17";"kawaiirobeni";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"O"
"5.13E+17";"badillo_kevin";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"O"
"5.13E+17";"badillo_kevin";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"O"
"5.13E+17";"nnnikkka";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"O"
"5.13E+17";"chantaleco";"RT @CitizenPatrol: Sa Kalaw roxas compound ay tinatayang may 300 na pamilya ang apektado dulot ng bagyo.  #MarioPH #FloodPH";"NULL";"NULL";1;0;1;"tl";"O"
"5.13E+17";"canlom1990";"RT @Enclave26: Sa mga ganyang bagyo me gustong mastranded sa baha para makapag usap.";"NULL";"NULL";0;0;1;"tl";"O"
"5.13E+17";"chantaleco";"RT @CitizenPatrol: S dist. 5 baseco,inilikas n ilang mga residente s atienza elem. at aquino elem. n tinatayang hndi bababa sa limang libo.…";"NULL";"NULL";1;0;1;"tl";"O"
"5.13E+17";"chantaleco";"RT @CitizenPatrol: Sa dist. 4 brgy. 576 d. santiago ay tinatayang 50 pamilya ang apektado ng bagyong mario.  #MarioPH #FloodPH";"NULL";"NULL";1;0;1;"tl";"O"
"5.13E+17";"kawaiirobeni";"RT @DZMMTeleRadyo: Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;1;"tl";"O"
"5.13E+17";"DZMMTeleRadyo";"Tulay sa CamNorte, nawasak ng baha http://t.co/l9AopM1Zmy http://t.co/nVoZrD9Ibd";"NULL";"NULL";0;1;0;"tl";"O"
"5.13E+17";"redcrossmakati";"#MarioPH FLOOD UPDATE: AS OF 9:20 PM OSME��A Buendia - Subsided.  | via @MMDA";"NULL";"NULL";1;0;0;"en";"O"
"5.13E+17";"applemagnaye18";"RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda";"NULL";"NULL";1;0;1;"en";"O"
"5.13E+17";"stateofdnation";"Halos wala nang madaanan kanina ang mga sasakyang patungong Maynila dahil sa matinding baha. LIVE si @raffytima.";"NULL";"NULL";0;0;0;"tl";"O"
"5.13E+17";"paoloseril";"RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda";"NULL";"NULL";1;0;1;"en";"O"
"5.13E+17";"PTVph";"NewsLife -? #Marikina placed under state of calamity [10] #MarioPH #FloodPH http://t.co/eqNoXgTSku";"NULL";"NULL";1;1;0;"en";"O"
"5.13E+17";"Rocks_mabey";"RT @rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/eEphgS4eu5 http://t.co/KlHmEK6M4U";"NULL";"NULL";1;1;1;"en";"O"
"5.13E+17";"Jeolo1697";"RT @rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/eEphgS4eu5 http://t.co/KlHmEK6M4U";"NULL";"NULL";1;1;1;"en";"O"
"5.13E+17";"AllNews_PH";"[Bombo Radyo] Mga bayan sa Pangasinan apektado sa baha dahil sa matinding buhos ng ulan http://t.co/ynx44yve8h";"NULL";"NULL";0;1;0;"tl";"O"
"5.13E+17";"08GuianneTulio";"RT @PTVph: NewsLife -? #Marikina placed under state of calamity [10] #MarioPH #FloodPH http://t.co/eqNoXgTSku";"NULL";"NULL";1;1;1;"en";"O"
"5.13E+17";"EreecNg";"RT @DZMMTeleRadyo: Abot-tuhod pa rin ang baha sa Espa��a cor. N.Reyes (Morayta) #MarioPH http://t.co/VZEAMuB01s @zhandercayabyab";"NULL";"NULL";1;0;1;"tl";"O"
"5.13E+17";"jhenchanpot";"Thank you LORD! Pahupa na po ang baha dito sa Cainta, Rizal : ) #MarioPH";14.573363;121.123293;1;0;0;"tl";"O"
"5.12888E+17";"elelferrera";"Ang pagibig ko sayo parang dumadaan sa BAHA.. Di maka move on.. Lol";"NULL";"NULL";0;0;0;"tl";"O"
"5.12888E+17";"Rzl_Guan";"@reyesmjansen Tara ka naman jan. Hahaha nakalabas ka na? Baha pa ba sa Main road?";"NULL";"NULL";0;0;0;"tl";"O"
"5.12888E+17";"BurJoes";"RT @Jextone: “@Read0rDie: @bedaredclashers @Jextone baka tangayin ng baha yan hahahahahaha!” padonate troops pang defense, mawawasak na bah…";"NULL";"NULL";0;0;1;"tl";"O"
"5.12888E+17";"Captigue_";"@pauliiinev Ok naman. Wala namn baha. :) Ingat";"NULL";"NULL";0;0;0;"tl";"O"
